date,open,high,low,close
2025-12-31 06:00:00,14.77,15.17,14.38,14.950000000000001
2026-01-02 06:00:00,14.85,15.42,14.46,14.51
2026-01-05 06:00:00,15.14,15.27,14.65,14.9
2026-01-06 06:00:00,15.0,15.21,14.63,14.75
2026-01-07 06:00:00,14.950000000000001,15.48,14.83,15.38
2026-01-08 06:00:00,15.69,15.85,15.15,15.450000000000001
2026-01-09 06:00:00,15.68,15.81,14.43,14.49
2026-01-12 06:00:00,16.06,16.66,15.030000000000001,15.120000000000001
2026-01-13 06:00:00,15.36,16.5,14.75,15.98
2026-01-14 06:00:00,16.330000000000002,18.1,16.22,16.75
2026-01-15 06:00:00,16.52,16.54,15.3,15.84
2026-01-16 06:00:00,15.44,16.29,15.3,15.860000000000001
2026-01-19 06:00:00,18.63,19.59,18.28,18.84
2026-01-20 06:00:00,19.94,20.990000000000002,18.64,20.09
2026-01-21 06:00:00,19.31,20.81,16.67,16.9
2026-01-22 06:00:00,16.65,16.67,15.27,15.64
2026-01-23 06:00:00,15.68,16.21,15.3,16.09
2026-01-26 06:00:00,16.9,17.39,15.8,16.15
2026-01-27 06:00:00,16.02,16.37,15.74,16.35
2026-01-28 06:00:00,16.09,17.18,16.05,16.35
2026-01-29 06:00:00,16.04,19.740000000000002,16.02,16.88
2026-01-30 06:00:00,18.72,19.27,16.67,17.44
2026-02-02 06:00:00,16.830000000000002,16.92,16.080000000000002,16.34
2026-02-03 06:00:00,16.16,20.37,16.05,18.0
2026-02-04 06:00:00,17.63,21.240000000000002,17.47,18.64
2026-02-05 06:00:00,19.240000000000002,23.1,19.06,21.77
2026-02-06 06:00:00,21.240000000000002,21.490000000000002,17.27,17.76
2026-02-09 06:00:00,17.95,19.2,16.9,17.36
2026-02-10 06:00:00,17.47,17.97,17.14,17.79
2026-02-11 06:00:00,17.87,18.96,16.75,17.650000000000002
2026-02-12 06:00:00,17.44,21.21,17.080000000000002,20.82
2026-02-13 06:00:00,21.48,22.400000000000002,18.92,20.6
2026-02-16 06:00:00,20.73,21.62,20.37,21.2
2026-02-17 06:00:00,21.740000000000002,22.96,19.76,20.29
2026-02-18 06:00:00,19.78,20.34,18.48,19.62
2026-02-19 06:00:00,19.34,21.11,19.23,20.23
2026-02-20 06:00:00,20.04,21.21,18.76,19.09
2026-02-23 06:00:00,20.490000000000002,22.04,19.5,21.01
2026-02-24 06:00:00,21.240000000000002,22.080000000000002,19.23,19.55
2026-02-25 06:00:00,19.59,19.62,17.86,17.93
2026-02-26 06:00:00,18.07,20.54,17.5,18.63
2026-02-27 06:00:00,19.28,21.740000000000002,18.77,19.86
2026-03-02 06:00:00,24.66,25.240000000000002,20.37,21.44
2026-03-03 06:00:00,24.57,28.150000000000002,22.18,23.57
2026-03-04 06:00:00,24.39,24.87,20.400000000000002,21.150000000000002
2026-03-05 06:00:00,22.11,25.84,20.55,23.75
2026-03-06 06:00:00,23.2,29.93,22.92,29.490000000000002
2026-03-09 05:00:00,35.12,35.300000000000004,24.76,25.5
2026-03-10 05:00:00,24.39,26.01,22.19,24.93
2026-03-11 05:00:00,24.900000000000002,26.23,23.75,24.23
2026-03-12 05:00:00,25.48,27.330000000000002,24.6,27.29
2026-03-13 05:00:00,27.85,28.47,24.67,27.19
2026-03-16 05:00:00,25.88,26.42,23.23,23.51
2026-03-17 05:00:00,24.560000000000002,24.580000000000002,21.87,22.37
2026-03-18 05:00:00,21.51,25.13,21.47,25.09
2026-03-19 05:00:00,25.6,27.52,23.54,24.060000000000002
2026-03-20 05:00:00,24.46,29.28,23.68,26.78
2026-03-23 05:00:00,30.04,31.04,20.28,26.150000000000002
2026-03-24 05:00:00,25.91,27.94,25.64,26.95
2026-03-25 05:00:00,25.79,26.67,24.82,25.330000000000002
2026-03-26 05:00:00,26.490000000000002,28.490000000000002,26.12,27.44
2026-03-27 05:00:00,27.54,31.650000000000002,27.54,31.05
2026-03-30 05:00:00,30.79,31.52,29.330000000000002,30.61
2026-03-31 05:00:00,29.53,29.64,25.080000000000002,25.25
2026-04-01 05:00:00,24.3,25.35,23.5,24.54
2026-04-02 05:00:00,26.78,27.89,23.87,23.87
2026-04-06 05:00:00,24.93,25.3,23.78,24.17
2026-04-07 05:00:00,25.09,28.0,24.34,25.78
2026-04-08 05:00:00,20.97,22.17,19.91,21.04
2026-04-09 05:00:00,21.25,21.63,19.45,19.490000000000002
2026-04-10 05:00:00,19.71,20.28,18.830000000000002,19.23
2026-04-13 05:00:00,21.17,21.580000000000002,18.96,19.12
2026-04-14 05:00:00,18.73,18.76,17.89,18.36
2026-04-15 05:00:00,18.18,18.5,17.400000000000002,18.17
2026-04-16 05:00:00,18.04,19.09,17.76,17.94
2026-04-17 05:00:00,18.18,18.240000000000002,16.87,17.48
